index,Model,Price,Rating,processor_brand,ram_memory,primary_storage_type,primary_storage_capacity,display_size,OS,year_of_warranty
169,Zebronics ZEB-NBC 5S 2023 Laptop (12th Gen Core i7 / 16GB/ 1TB SSD/ Win11 Home),52990,72,apple,16,SSD,1024,15.6,mac,1
170,Zebronics Pro Series Y ZEB-NBC 1S Laptop (11th Gen Core i3 / 8GB/ 512GB SSD/ Win11 Home),29990,56,apple,8,SSD,512,15.6,mac,1
171,HP Pavilion 14-dv2153TU Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win 11),68710,67,apple,16,SSD,1024,14,mac,1
172,Lenovo IdeaPad Gaming 3 82SB00V2IN Laptop (AMD Ryzen 5 6600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),61712,60,apple,8,SSD,512,15.6,mac,1
173,Asus ROG Strix G15 G513RC-HN251WS Gaming Laptop (AMD Ryzen 7 6800H/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),91990,71,apple,16,SSD,1024,15.6,mac,1
174,HP Victus 15-fa1132TX Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),60990,66,apple,8,SSD,512,15.6,mac,1
175,Chuwi FreeBook Laptop (12th Gen Core i3/ 12GB/ 512GB SSD/ Win11),32990,50,apple,12,SSD,512,13.5,mac,1
176,Acer Swift Go NXKPZSI002 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),72990,64,apple,16,SSD,512,14,mac,1
177,HP 255 G9 841W6PA Laptop (AMD Ryzen 3 3250U/ 8 GB RAM/ 512 GB SSD/ FreeDOS),23999,49,amd,8,SSD,512,15.6,mac,1
178,Gigabyte G5 MF-F2IN313SH Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),71990,67,intel,16,SSD,512,15.6,mac,2
179,Asus Zenbook Flip 14 OLED UP5401ZA-KU541WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),84990,69,intel,16,SSD,512,14,mac,1
180,Asus Chromebook CX1500CKA-EJ0241 Laptop (Celeron N4500/ 4GB/ 64GB eMMC/ Chrome OS),17990,35,intel,4,SSD,64,15.6,mac,1
181,Lenovo IdeaPad 1 15IGL7 82V700BSIN Laptop (Celeron N4020/ 8GB/ 256GB SSD/ Win11 Home),25790,50,intel,8,SSD,256,15.6,mac,1
182,HP 255 G8 7J035AA Laptop (Ryzen 5-5500U/ 8GB/ 256GB SSD/ Win11),31999,56,amd,8,SSD,256,15.6,mac,1
183,Acer Predator Helios Neo 16 2023 PHN16-71 Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),179990,78,intel,16,SSD,1024,16,mac,1
184,Asus TUF Gaming F15 FX506HE-HN382W Gaming Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),72990,71,intel,16,SSD,512,15.6,mac,1
185,HP Victus 15-fa0187TX Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),92800,76,intel,16,SSD,1024,15.6,mac,1
186,Lenovo IdeaPad 3 82KU024JIN Laptop (AMD Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11 Home),48990,64,amd,16,SSD,512,15.6,mac,1
187,MSI Modern 14 C12M-459IN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),54990,60,intel,16,SSD,512,14,mac,1
188,Wings Nuvobook Pro Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11),39990,58,intel,16,SSD,512,14,mac,1
189,Wings Nuvobook S1 Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11),24990,49,intel,8,SSD,256,15.6,mac,1
190,MSI Thin GF63 11UCX-1492IN Gaming Laptop (11th Gen Core i5/ 16GB/ 1TB 256GB SSD/ Win11 Home/ 4GB Graph),61990,73,intel,16,HDD,1024,15.6,mac,No information
191,Infinix INBook X3 Slim XL422 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home),38990,56,intel,16,SSD,512,14,mac,1
192,HP Pavilion 15-eg3017TU Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home),72999,63,intel,16,SSD,1024,15.6,mac,1
193,MSI Thin GF63 11SC-1494IN Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),52990,65,intel,8,SSD,512,15.6,mac,2
194,MSI Thin GF63 11UC-1490IN Gaming Laptop (11th Gen Core i5/ 16GB/ 1TB 256GB SSD/ Win11 Home/ 4GB Graph),62990,73,intel,16,HDD,1024,15.6,mac,No information
195,HP Victus 16-s0089AX Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),87090,76,amd,16,SSD,1024,16.1,mac,1
196,Lenovo IdeaPad Slim 5i 82XF003CIN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),70590,62,intel,16,SSD,512,16,mac,1
197,Lenovo LOQ 15IRH8 82XV00F4IN 2023 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),66990,69,intel,16,SSD,512,15.6,mac,1
198,Lenovo LOQ 15IRH8 82XV00BRIN 2023 Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),114990,63,intel,16,SSD,512,15.6,mac,1
199,Lenovo LOQ 15IRH8 82XV00BQIN 2023 Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),99990,67,intel,16,SSD,512,15.6,mac,1
200,HP 240 G8 689U2PA Business Laptop (11th Gen Core i3/ 8GB/ 512 GB SSD/ Win11),34990,63,intel,8,SSD,512,14,mac,1
201,HP Victus 16-D0314TX Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),64500,75,intel,16,SSD,512,16.1,mac,1
202,HP Omen 16-wf1026TX Gaming Laptop (14th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),176499,85,intel,16,SSD,1024,16.1,mac,1
203,Jio JioBook NB1112MM BLU 2023 Netbook Laptop (Octa Core/ 4GB/ 64GB eMMC/ JioOS),14701,24,other,4,HDD,64,11.6,mac,1
204,Asus Zenbook 14X OLED 2023 UX5401ZA-KM541WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),74990,65,other,16,SSD,512,14,mac,1
205,Asus Vivobook 16X 2023 K3605ZV-MB741WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 8GB Graph),104990,76,other,16,SSD,512,16,mac,1
206,HP Omen 16-wd0880TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),94990,70,other,16,SSD,512,16.1,mac,1
207,Dell G15-5520 2023 Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph),77490,73,other,16,SSD,1024,15.6,mac,1
208,Chuwi CoreBook X Laptop (10th Gen Core i3/ 8GB/ 512GB SSD/ Win11),24990,50,other,8,SSD,512,14,mac,1
209,MSI Modern 14 C11M-029IN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),39990,62,other,16,SSD,512,14,mac,1
210,HP 15s-ey2001AU Laptop (AMD Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11 Home),55990,63,other,16,SSD,512,15.6,mac,1
211,Infinix Zerobook ZL513 2023 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home),48990,57,other,16,SSD,512,15.6,mac,1
212,Dell Inspiron 3525 Laptop (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11),39240,63,other,8,SSD,512,15.6,mac,1
213,Asus Vivobook 16X 2023 K3605ZU-MB741WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),90060,77,other,16,SSD,512,16,mac,1
214,Asus TUF Gaming F15 2022 FX507ZC4-HN116W Gaming Laptop (12th Gen Core i5/ 16GB/512GB SSD/ Win11 / 4GB Graph),85800,76,other,16,SSD,512,15.6,mac,1
215,Asus Vivobook 16X 2023 K3605ZF-MBN524WS Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),57990,70,other,8,SSD,512,16,mac,1
216,Asus Vivobook 15 X1502ZA-EJ541WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),60990,66,other,16,SSD,512,15.6,mac,1
217,HP Pavilion 15-eg3079TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Pro),73020,66,other,16,SSD,512,15.6,mac,1
218,MSI Modern 14 C12M-671IN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),53990,65,other,16,SSD,512,14,mac,1
219,MSI Thin GF63 11UC-1474IN Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),56990,72,other,16,SSD,512,15.6,mac,2
220,Lenovo V15 G3 IAP 82TTA00UIH Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ DOS),32980,53,other,8,SSD,512,15.6,mac,1
221,MSI Modern 14 C12M-444IN Laptop (12th Gen Core i3/ 16GB/ 512GB SSD/ Win11 Home),36990,62,other,16,SSD,512,14,mac,1
222,Asus Vivobook Pro 15 M6500QF-HN521WS Laptop (Ryzen 5 5600HS/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),59990,60,other,8,SSD,512,15.6,mac,1
223,Asus VivoBook 14 X415EA-EK326WS Notebook (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),31990,59,other,8,SSD,512,14,mac,1
224,Apple MacBook Air 15 2023 Laptop (Apple M2/ 8GB/ 512GB SSD/ MacOS),144990,56,other,8,SSD,512,15.3,mac,1
225,Infinix INBook X2 Slim Series Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win 11 Home),25990,57,other,8,SSD,512,14,mac,1
226,Acer Aspire 3 A315-59 NX.K6TSI.00C Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),31990,57,other,8,SSD,512,15.6,mac,1
227,Dell Inspiron 3520 D560872WIN9S Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),57300,62,other,16,SSD,512,15.6,mac,1
228,Acer One 14 Z8-415UN.599SI.009 Laptop (11th Gen Core i3 / 8GB/ 256GB SSD/ Win11 Home),29990,59,other,8,SSD,256,14,mac,1
229,HP Victus 15-fb0131AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),49990,65,other,8,SSD,512,15.6,mac,1
230,Asus Vivobook 15 X1502ZA-EJ542WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),56500,64,other,16,SSD,512,15.6,mac,1
231,Asus Vivobook 15 M1502QA-EJ742WS Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11),56990,58,other,16,SSD,512,15.6,mac,1
232,Acer Aspire 7 A715-76G NH.QMFSI.004 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),60990,70,other,16,SSD,512,15.6,mac,1
233,Acer Aspire 5 14 A514-56GM 2023 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),56990,67,other,16,SSD,512,14,mac,1
234,ASUS TUF Gaming A16 Advantage Edition FA617XS-N3025WS Gaming Laptop (AMD Ryzen 9 7940HS / 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),119990,80,other,16,SSD,1024,15.6,mac,1
235,Asus ROG Strix G16 2023 G614JV-N4141WS Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),179990,77,other,16,SSD,1024,16,mac,1
236,Asus ROG Strix G16 2023 G614JI-N4151WS Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),189990,79,other,16,SSD,1024,16,mac,1
237,Asus ROG Strix G16 2023 G614JU-N3200WS Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),121489,78,other,16,SSD,1024,16,mac,1
238,Asus Vivobook 15 X1502ZA-EJ532WS Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),47830,64,other,8,SSD,512,15.6,mac,1
239,HP 15s-fr4001TU Laptop (11th Gen Core i5/16GB/ 512GB SSD/ Win11 Home),52490,65,other,16,SSD,512,15.6,mac,1
240,MSI Katana 15 B12UDXK-1005IN Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),67990,73,other,16,SSD,512,15.6,mac,2
241,HP 15s-fr5009TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),40190,59,other,8,SSD,512,15.6,mac,1
242,HP 15-fd0013TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),61990,57,other,16,SSD,512,15.6,mac,1
243,Asus Vivobook 16X 2023 K3605VC-MB542WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),89990,67,other,16,SSD,512,16,mac,1
244,Asus TUF Gaming F17 FX706HF-HX018W Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),55689,64,other,8,SSD,512,17.3,mac,1
245,HP 15-eg3036TU Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home),89490,69,other,16,SSD,1024,15.6,mac,1
246,Acer Predator Helios Neo 16 PHN16-71 Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),119990,75,other,16,SSD,1024,16,mac,1
247,MSI Cyborg 15 A12UCX-264IN Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),65490,69,other,16,SSD,512,15.6,mac,2
248,HP 15-fc0026AU Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),34990,54,other,8,SSD,512,15.6,mac,1
249,Asus Vivobook S14 Flip 2022 TN3402QA-LZ741WS Laptop (AMD Ryzen 7-5800H/ 16GB/ 512GB SSD/Win11),69990,70,other,16,SSD,512,14,mac,1
250,Asus Vivobook S15 OLED 2023 S5504VA-MA543WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),78990,65,other,16,SSD,512,15.6,mac,1
251,Asus Vivobook S15 OLED 2023 S5504VA-MA953WS Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11),105739,71,other,16,SSD,1024,15.6,mac,1
252,Asus Vivobook 15 2023 X1504VA-NJ324WS Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11),42990,59,other,8,SSD,512,15.6,mac,1
253,Honor MagicBook X14 2023 FRI-F56 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),54990,66,other,16,SSD,512,14,mac,1
254,Lenovo E41-55 Laptop (Athlon Silver 3050U/ 8GB/ 256GB SSD/ Win11),21990,53,other,8,SSD,256,14,mac,1
255,Lenovo V15 G3 82TTA00VIH Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/Win11),33400,53,other,8,SSD,512,15.6,mac,1
256,HP Victus 15-fb0108AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),50990,67,other,8,SSD,512,15.6,mac,1
257,Dell Vostro 3425 M552321WIN9S Laptop (AMD Ryzen 5 5625U/ 16GB/ 512GB SSD/ Win11 Home),50990,68,other,16,SSD,512,14,mac,1
258,MSI Modern 14 C7M-062IN Laptop (Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11),43990,62,other,16,SSD,512,14,mac,1
259,Acer Extensa 15 EX215-33 Laptop (Intel Core i3 N305/ 8GB/ 256GB SSD/ Win11 Home),27990,49,other,8,SSD,256,15.6,mac,1
260,MSI Sword 15 A12VF-401IN Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),105990,79,other,16,SSD,1024,15.6,mac,2
261,HP ProBook 445 G8 Business Laptop (AMD Ryzen 7 5800U/ 8GB/ 512GB SSD/ Win11),46990,68,other,8,SSD,512,14,mac,1
262,Acer Aspire 5 UN.K3JSI.004 Laptop (12th Gen Core i5/ 12GB/ 512GB SSD/ Win11 Home),46990,67,other,12,SSD,512,15.6,mac,1
263,Asus Vivobook 15 OLED 2023 M1505YA-LK541WS Laptop (Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),53990,65,other,16,SSD,512,15.6,mac,1
264,Asus Vivobook Go 15 2023 E1504FA-NJ543WS Laptop (Ryzen 5 7520U / 16GB/ 512GB SSD/ Win11 Home),48579,60,other,16,SSD,512,15.6,mac,1
265,Asus Vivobook 16 2023 M1605YA-MB741WS Laptop (Ryzen 7 7730U/ 16GB/ 512GB SSD/ Win11 Home),70990,65,other,16,SSD,512,16,mac,1
266,Samsung Galaxy Book 3 NP750XFG-KB1IN Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),69990,56,other,8,SSD,512,15.6,mac,1
267,Samsung Galaxy Book 3 NP750XFG-KA3IN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),75990,60,other,16,SSD,512,15.6,mac,1
268,Infinix INBook Y1 Plus Laptop (10th Gen Core i3/ 8GB/ 256GB SSD/ Win 11 Home),24990,52,other,8,SSD,256,15.6,mac,1
269,HP Victus 15-fb0107AX Gaming Laptop (Ryzen 7-5800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),70990,69,other,16,SSD,512,15.6,mac,1
270,Asus VivoBook 15 X1500EA-EJ3379WS Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),30890,50,other,8,SSD,512,15.6,mac,1
271,HP Victus 15-fb0777AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),51990,67,other,8,SSD,512,15.6,mac,1
272,HP Victus 16-d0311TX Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),57990,73,other,16,SSD,512,16.1,mac,1
273,HP 15s-fr4000TU Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),48450,62,other,8,SSD,512,15.6,mac,1
274,HP Envy x360 13-bf0121TU  Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),79990,71,other,16,SSD,512,13.4,mac,1
275,HP Pavilion 14-dv2014TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win 11),63990,64,intel,16,SSD,512,14,mac,1
276,HP 255 G8 6X4B2PA Laptop (AMD Athlon 3050/ 4GB/ 256GB SSD/ DOS),19299,39,amd,4,SSD,256,15.6,mac,1
277,Dell Inspiron 5420 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),69999,62,intel,16,SSD,512,14,mac,1
278,Asus VivoBook 14 2022 X1402ZA-MW511WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),62600,73,intel,16,SSD,512,14,mac,1
279,Lenovo Legion 5 82JU00SYIN Laptop (AMD Ryzen 7 5800H/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),99990,78,amd,16,SSD,1024,16,mac,1
280,MSI Creator M16 A12UD-633IN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),83990,78,intel,16,SSD,512,16,mac,2
281,HP Victus 15-fb0050AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),59871,71,amd,8,SSD,512,15.6,mac,1
282,HP Pavilion 15s-fq5112TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),56999,54,intel,16,SSD,512,15.6,mac,1
283,Asus ROG Zephyrus G15 2022 GA503RW-LN067WS Gaming Laptop (AMD Ryzen 9 6900HS/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),144990,85,amd,16,SSD,1024,15.6,mac,1
284,HP 15s-fq2673TU Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),40609,58,intel,8,SSD,512,15.6,mac,1
285,Lenovo IdeaPad Gaming 3 82K201ULIN Laptop (Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),64990,74,amd,16,SSD,512,15.6,mac,1
286,Apple MacBook Air 2022 Laptop (Apple M2/ 8GB/ 512GB SSD/ MacOS),132990,45,apple,8,SSD,512,13.6,mac,1
287,Apple MacBook Pro 2022 Laptop (Apple M2/ 8GB/ 512GB SSD/ macOS),136990,45,apple,8,SSD,512,13.3,mac,1
288,Samsung Galaxy Book2 15 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),54990,59,apple,8,SSD,512,15.6,mac,No information
289,Lenovo IdeaPad D330 82H0001YIN Laptop (Celeron N4020/ 4GB/ 128GB eMMC/ Win10),24990,49,apple,4,HDD,128,10.1,mac,No information
290,HP Pavilion 15-eg2009TU Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),63990,62,apple,8,SSD,512,15.6,mac,1
291,HP 247 G8 67U77PA Laptop (Athlon P-3045B HD/ 8GB/ 1TB HDD/ Win11),24990,52,apple,8,HDD,1024,14,mac,1
292,Samsung Galaxy Book2 Pro 15 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),116990,68,apple,16,SSD,512,15.6,mac,1
293,HP 14s-fq1092au Laptop (Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),41750,64,apple,8,SSD,512,14,mac,1
294,Realme Book Slim Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win10),36990,52,apple,8,SSD,256,14,mac,1
295,Dell Inspiron 3501 Laptop (11th Gen Core i5/ 8GB/ 1TB 256GB SSD/ Win10),52199,56,apple,8,HDD,1024,15.6,mac,No information
296,Avita Pura NS14A6 Laptop (AMD Ryzen 5/ 8GB/ 512GB SSD/ Win10),21390,56,apple,8,SSD,512,14,mac,1
297,HP EliteBook 840 G6 (8LX79PA) Laptop (8th Gen Core i5/ 8GB/ 512GB SSD/ Win10),90464,56,apple,8,SSD,512,14,mac,3
298,Dell Inspiron 5370 Laptop (8th Gen Core i7/ 8GB/ 256GB SSD/ Win10/ 4GB Graph),87990,67,apple,8,SSD,256,13.3,mac,1
300,Chuwi Gemibook X Pro Laptop (Intel Celeron N100/ 8 GB/ 256 GB SSD/ Win11 Home),21990,50,apple,8,SSD,256,14.1,mac,1
301,Chuwi CoreBook X Laptop (10th Gen Core i5/ 16GB/ 512GB SSD/ Win11),34990,54,apple,16,SSD,512,14,mac,1
302,Avita Liber Liber E AM14A2INL54F Laptop (AMD Ryzen 5 5500U/ 8GB/ 256GB SSD/ Win11 Home),32949,50,apple,8,SSD,512,14,mac,1
303,Lenovo ThinkPad X1 Fold Gen 1 Laptop (Intel Core i5/ 8GB/ 1TB SSD/ Win10 Pro),150000,64,apple,8,SSD,1024,13.3,mac,1
304,Dell G16 7630 Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),208490,80,apple,16,SSD,1024,16,mac,1
305,HP Envy x360 15-fh0014AU Laptop (AMD Ryzen 5 7530U/ 8GB/ 512GB SSD/ Win11 Home),79467,64,apple,8,SSD,512,15.6,mac,1
306,Lenovo IdeaPad Slim 3 83ER008DIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),56990,57,apple,16,SSD,512,15.6,mac,1
307,Lenovo Ideapad Flex 5 14IAU7 82R700KHIN Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),54990,58,apple,8,SSD,512,14,mac,1
308,HP 250 G9 95X38PA Laptop (12th Gen Core i5/ 8GB/ 512 GB SSD/ DOS),57500,51,apple,8,SSD,512,15.6,mac,1
309,HP 240 G9 8J0S5PA Laptop (12th Gen Core i5/ 8GB/ 512 GB SSD/ DOS),54599,58,apple,8,SSD,512,14,mac,1
310,Lenovo ThinkBook 14 21DH00C1IH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ DOS),62999,62,apple,8,SSD,512,14,mac,1
311,Lenovo IdeaPad Slim 1 82R400BGIN Laptop (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),36490,50,apple,8,SSD,512,15.6,mac,1
312,Lenovo V14 82KAA0AMIH Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ DOS),45990,58,apple,8,SSD,512,14,mac,1
313,Lenovo V14 82KAA01QIH Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win10 Home),46990,62,apple,8,SSD,512,14,mac,1
314,MSI Thin GF63 11UC-1494IN Gaming Laptop (11th Gen Core i7/ 16GB/ 1TB 256GB SSD/ Win11 Home/ 4GB Graph),66350,69,apple,16,HDD,1024,15.6,chrome,No information
315,Lenovo IdeaPad Slim 3i 82RK011EIN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),62990,66,apple,16,SSD,512,15.6,chrome,1
316,"Dell Inspiron 3535 Laptop (AMD Ryzen R3-7320U,/ 8GB/ 512GB SSD/ Win11)",36731,53,apple,8,SSD,512,15.6,chrome,1
317,HP 15s-EQ2084AU Laptop (AMD Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11 Home),51901,62,apple,16,SSD,512,15.6,chrome,1
318,Dell Inspiron 7430 14 2 in 1 Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11),59890,58,apple,8,SSD,512,14,chrome,1
319,Lenovo Ideapad Slim 5 82XD006GIN Laptop (13th Gen Core i5/ 16 GB RAM/ 1TB SSD/ Win 11),73990,57,apple,16,SSD,1024,14,chrome,1
320,Lenovo IdeaPad Slim 5 14IAH8 83BF0043IN Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11),61990,60,apple,16,SSD,1024,14,chrome,1
321,HP 250 G9 95X40PA Laptop (12th Gen Core i7/ 8GB/ 512 GB SSD/ DOS),67288,52,apple,8,SSD,512,15.6,chrome,1
322,Dell Inspiron 3520 IN3520RVTGV001ORB1 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),34990,49,apple,8,SSD,512,15.6,chrome,1
323,Lenovo Thinkpad E14 G4 21E3S00P00 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ DOS),74900,63,apple,8,SSD,512,14,chrome,No information
324,Dell Latitude 7440 14 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Pro),152000,59,apple,16,SSD,512,14,chrome,No information
325,Lenovo IdeaPad Slim 3 82H803U0IN Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11),31990,51,apple,8,SSD,256,15.6,chrome,1
326,Acer Aspire 3 15 A315-510P UN.KDHSI.019 Laptop (Intel Core i3 N305/ 8GB/ 512GB SSD/ Win11 Home),29990,47,apple,8,SSD,512,15.6,chrome,1
327,Acer Aspire Lite 15 AL15-51 2023  Laptop (11th Gen Core i5/ 16GB/ 1TB SSD/ Win11),46500,64,apple,16,SSD,1024,15.6,chrome,1
328,Lenovo ThinkPad X1 Carbon 21HMS00000 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Pro),218990,64,apple,16,SSD,1024,14,chrome,1
329,Avita Liber AM15A2INT56F Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),32550,51,apple,8,SSD,512,15.6,chrome,1
330,Acer TravelMate P2 TMP214-53 14 Business Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),49990,64,apple,16,SSD,512,14,chrome,1
